,utterance,label,translation_es
1117,i like to be with my friends and family winking face i m close to my parents they re bankers i want to become one too,prob_B,Me gusta estar con mis amigos y familiares guiñando la cara. Estoy cerca de mis padres. Ellos son banqueros. Quiero convertirme en uno también.
1118,i do not know how to do that  that s why i have to study finance,prob_B,No sé cómo hacer eso. Por eso tengo que estudiar finanzas.
1119,i am a girl and i love to travel i know that,prob_B,Soy una chica y me encanta viajar. Sé que
1120,i like to be with my friends smiling face with open mouth and smiling eyes so do i,prob_B,me gusta estar con mis amigos sonriente cara con la boca abierta y los ojos sonrientes
1121,"i like to be with my friends  hi it is nice to see you smiling face with smiling eyes
how is your day going ",prob_B,"Me gusta estar con mis amigos hola es agradable verte sonreír cara con ojos sonrientes
¿Cómo va tu día? "
1122,i am good how are you  i am doing well just got done with my girlfriend ,prob_NB,Estoy bien. ¿Cómo estás? Lo estoy haciendo bien. Acabo de terminar con mi novia. 
1123,what did you do with her  she was a professional eater but i am not looking to marry me ,prob_PB,¿Qué hiciste con ella ella era un comedor profesional pero no estoy buscando casarse conmigo 
1124,i am a woman and you  i am a man ,prob_B,Yo soy una mujer y tú soy un hombre 
1125,i am only so that is cool  do you have a car ,prob_B,Sólo soy así que eso es genial. ¿Tienes un coche? 
1126,i do not do you  i don t have a car too,prob_B,Yo no tengo un coche también.
1127,you can not do that i am only in the process of purchasing a house where are you see no evil monkey i am here,prob_B,No puedes hacer eso. Sólo estoy en el proceso de comprar una casa donde no ves ningún mono malvado. Estoy aquí.
1128,i am not looking for a job  what is your profession ,prob_B,No estoy buscando trabajo. ¿Cuál es tu profesión? 
1129,i am a baker what about you  i am a life couch,prob_B,Soy un panadero. ¿Qué hay de ti? Soy un sofá de la vida.
1130,i am a waiter but have to go to work soon  do you like music ,prob_B,Soy camarero pero tengo que ir a trabajar pronto te gusta la música 
1131,i like all music what do you like to do  i am only at ,prob_B,Me gusta toda la música lo que te gusta hacer 
1132,fine i just finished my running training that is good i just finished walking my two miles ,prob_NB,Bien acabo de terminar mi entrenamiento de carrera que es bueno Acabo de terminar de caminar mis dos millas 
1133,that is great i am preparing for marathon may be you want to  sure what is your favorite color ,prob_PB,eso es genial me estoy preparando para el maratón puede ser que quieras estar seguro de cuál es tu color favorito 
1134,blue and yours  i like blue i like blue,prob_NB,azul y el tuyo me gusta azul me gusta azul
1135,are you still in college  yes i am i am not sure what i want to go to college ,prob_NB,"¿Sigues en la universidad? Sí, lo estoy. No estoy seguro de lo que quiero ir a la universidad. "
1136,i am only  i am sorry to hear that ,prob_PB,Sólo siento oír eso. 
1137,it is fine what do you do for fun ,prob_NB,"Está bien, ¿qué haces para divertirte? "
1138,i am a cancer survivor so everything is fun now i am so sorry to hear that ,prob_PB,Soy un sobreviviente de cáncer así que todo es divertido ahora siento mucho escuchar eso 
1139,are you careerist  yes i am i am ,prob_NB,"¿Eres un arribista? Sí, lo soy. "
1140,hi what is your name face with tears of joy my little story i have short hair hi my name is george my little story is that i am a beekeeper grinning face with smiling eyes are you married ,prob_B,"Hola, ¿cuál es tu nombre cara con lágrimas de alegría mi pequeña historia tengo pelo corto hola mi nombre es George mi pequeña historia es que soy un apicultor sonriente cara con ojos sonrientes estás casado "
1141,hello george my name is pink that is a good name my favourite artist s name is pink grinning face with smiling eyes,prob_B,Hola George mi nombre es rosa que es un buen nombre mi artista favorito el nombre es rosa sonrisa cara con ojos sonrientes
1142,when i turned my family moved across the country where do you live  i have zero family that i am close to i live in canada how about you where do you live ,prob_B,Cuando volví mi familia se mudó a través del país donde vives tengo cero familia que estoy cerca de vivir en Canadá ¿qué hay de ti donde vives? 
1143,i am in wyoming its pretty beautiful where do you live speak no evil monkey where was it i am hearing it first time,prob_B,Estoy en Wyoming su bastante hermosa donde vives no hablar mal mono donde fue que lo estoy escuchando por primera vez
1144,no way i do it a lot at least when i am feeling well enough also try to guess i go to  i gess i am not very good at guessing face with tears of joy,prob_B,De ninguna manera lo hago mucho al menos cuando me siento lo suficientemente bien también tratar de adivinar que voy a Gess no soy muy bueno adivinando cara con lágrimas de alegría
1145,gym regularly funny you  but you didn tell me if you are married ,prob_B,Gimnasio regularmente divertido pero me dijiste si estás casado 
1146,haha i am a kid i am in third grade and love soccer you  wow really face with open mouth i am really into soccer grinning face with smiling eyes,prob_B,jaja soy un niño estoy en tercer grado y me encanta el fútbol que wow realmente cara con la boca abierta estoy realmente en fútbol sonrisa cara con ojos sonrientes
1147,where have you skiied at  what do you mean ,prob_B,¿Dónde has esquiado en lo que quieres decir 
1148,i talk when i m sleeping sometimes ok a l also try to guess i like doing  impossible to guess,prob_B,Yo hablo cuando estoy durmiendo a veces ok yo también trato de adivinar que me gusta hacer imposible adivinar
1149,treadmill and rowing machine funny you  do you study ,prob_B,cinta de correr y máquina de remo divertido que usted estudia 
1150,math a lot of math how is your day going  hello how is your going winking face,prob_B,matemáticas un montón de matemáticas cómo es su día va hola cómo es su cara guiñando el ojo
1151,fine thanks how are you i am doing well just got done with my nightly run are you years old ,prob_NB,"Bien, gracias. ¿Cómo estás? Lo estoy haciendo bien. Acabo de terminar con mi carrera nocturna. ¿Tienes años? "
1152,no i am  oh wow that is pretty young ,prob_NB,No soy oh wow que es bastante joven 
1153, do you like to dance i like to dance but i am not very good at it ,prob_NB," ¿Te gusta bailar? Me gusta bailar, pero no soy muy bueno en eso. "
1154,are you years old yes i am i am also a kid i am still young ,prob_B,"¿Tienes años? Sí, lo soy. También soy un niño. Todavía soy joven. "
1155,what are you i am a stay at home mom ,prob_NB,"¿Qué eres tú? Yo me quedo en casa, mamá. "
1156,i am tall and have six feet  do you have dog,prob_B,Soy alto y tengo seis pies. ¿Tienes perro?
1157,i do i have a dog  are you professional at something ,prob_B,Tengo un perro. ¿Eres profesional en algo? 
1158,i am not i am still in high school  do you like sports ,prob_B,No estoy todavía en el instituto. ¿Te gustan los deportes? 
1159,i like sports but i like sports have ever you met a celebrity ,prob_B,Me gustan los deportes pero me gustan los deportes. ¿Alguna vez has conocido a una celebridad? 
1160,no i have not i am more of a movie buff  hey face with stuck out tongue and winking eye,prob_B,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
1161,hi how are you  i am doing well how are you ,prob_NB,"Hola, ¿cómo estás? Estoy bien. ¿Cómo estás? "
1162,fine thanks do you have any hobbies ,prob_NB,"Bien, gracias. ¿Tienes alguna afición? "
1163,i love to drink wine and dance in the moonlight  i love the water especially near the ocean are you years old ,prob_NB,Me encanta beber vino y bailar a la luz de la luna. Me encanta el agua especialmente cerca del océano. 
1164,yes  i have never done that ,prob_B,"Sí, nunca lo he hecho. "
1165,i am from the united states how about you  me too what is your favorite food ,prob_B,Soy de los Estados Unidos. ¿Qué hay de ti? ¿Cuál es tu comida favorita? 
1166,i love pizza what about you  spagetti,prob_B,Me encanta la pizza y tu spagetti
1167,spaghetti is my favorite  do you like watching tv ,prob_B,Espagueti es mi favorito ¿te gusta ver televisión? 
1168,yes i love watching shows on tv what is your favorite tv program ,prob_B,sí me encanta ver programas en la televisión lo que es su programa de televisión favorito 
1169,i like to run but not at all  what is your favorite movie ,prob_B,Me gusta correr pero no en absoluto lo que es su película favorita 
1170,i like the movies how about you  hiya i like to play the couch and watch tv,prob_B,Me gustan las películas. ¿Qué tal tú? Hola. Me gusta jugar al sofá y ver tv.
1171,hi nice to meet you i am good i just got back from the gym ,prob_NB,"Hola, encantada de conocerte. Estoy bien. Acabo de volver del gimnasio. "
1172,so you are healthy  i am healthy i am healthy ,prob_NB,Así que tú estás sano yo estoy sano yo estoy sano 
1173,nice do you like to exercise  i do i love to exercise and exercise ,prob_NB,bueno te gusta hacer ejercicio me encanta hacer ejercicio y ejercicio 
1174,good you must be in a good shape i am i am a gym instructor ,prob_NB,"Bien, debes estar en buena forma. Soy instructor de gimnasia. "
1175,cool can you say me something good  they re always fun lots of cool stuff,prob_B,"Genial, ¿puedes decirme algo bueno? Siempre se divierten un montón de cosas geniales."
1176,okay but yesterday i had birthday i am sorry to hear that i am a couch potato ,prob_B,"Vale, pero ayer tuve cumpleaños siento oír que soy una papa de sofá. "
1177,okay i got it you don t want to say me good things what do you want to go to school for ,prob_B,"Vale, lo tengo. No quieres decirme cosas buenas. ¿Para qué quieres ir a la escuela? "
1178,i want to be a sciencist do you have to go school for that ,prob_NB,Quiero ser esciencista. ¿Tienes que ir a la escuela para eso? 
1179,of course did you go to college  no i am not i am a gym instructor ,prob_NB,Por supuesto que fuiste a la universidad no. No soy un instructor de gimnasia. 
1180,good bye i think he is fat ,prob_B,"Adiós, creo que es gordo. "
1181,hello how is your day going smiling face with smiling eyes some facts about me an elementary school teacher cool ,prob_B,"Hola, ¿cómo va tu día sonriendo cara con ojos sonrientes algunos hechos sobre mí un maestro de primaria fresco "
