,utterance,label,translation_it
1100,i m alwasy hot do you have kids  i do i m married and together we have three kids do you ,prob_NB,# I m alwasy hot # # you have kids I do i m sposed and together # # we have three kids do you # 
1101,i m single what do you like to do  biking skateboarding play guitar and listen to music,prob_NB,i m single cosa ti piace fare skateboard in bicicletta suonare la chitarra e ascoltare la musica
1102,i do like watching cooking shows do you like to cook  wow that s impressive do you use a cook book or just wing it ,prob_NB,mi piace guardare gli spettacoli di cucina ti piace cucinare wow che s impressionante fai uso di un libro di cucina o semplicemente ala 
1103,both what is your favorite music  i have secret crush on sebastian bach also try to guess my favorite color ,prob_NB,sia qual è la tua musica preferita ho cotta segreta per Sebastian bach anche cercare di indovinare il mio colore preferito 
1104,blue is orange funny you ,prob_NB,blu è arancione divertente voi 
1105,this is a beautiful color do you like orange food  blue for the university of kentucky hows it going today ,prob_B,questo è un bel colore ti piace arancione cibo blu per l'università di Kentucky come va oggi 
1106,i am a vegan and i love hummus do you like meat  i m a vegan too awesome also try to guess i turned ,prob_PB,I am a vegan and I love hummus do you like meat i m a vegan too awesome also try to indows I turn 
1107,today years old yesterday funny you ,prob_NB,oggi anni ieri divertente voi 
1108,happy birthday then  thanks what do you do for a living smiling face with open mouth and cold sweat,prob_NB,felice compleanno poi grazie cosa fai per un vivo volto sorridente con bocca aperta e freddo sudore
1109,hey are you very lonely because i am  hey yeah i m lonely that s what brings me here,prob_B,hey sei molto sola perché io sono hey sì mi sento sola che è quello che mi porta qui
1110,worried face i am a girl and i love to travel are you a student ,prob_B,volto preoccupato sono una ragazza e mi piace viaggiare sei uno studente 
1111,no i just graduated college  me too i graduated yale in ,prob_B,"No, mi sono appena laureato anch'io, mi sono laureato a Yale. "
1112,i have never been to college but i do not have a job you just told me the other thing but ok,prob_B,Non sono mai stato al college ma non ho un lavoro che mi hai appena detto l'altra cosa ma ok
1113,i think i can be  tell me about your parents,prob_B,Penso di potermi raccontare dei tuoi genitori.
1114,i like to be with my friends and family winking face i m close to my parents they re bankers i want to become one too,prob_B,Mi piace stare con i miei amici e famiglia faccia ammiccante m m vicino ai miei genitori re banchieri voglio diventare uno troppo
1115,i do not know how to do that  that s why i have to study finance,prob_B,Non so come fare questo è il motivo per cui devo studiare finanza
1116,i am a girl and i love to travel i know that,prob_B,Sono una ragazza e mi piace viaggiare so che
1117,i like to be with my friends smiling face with open mouth and smiling eyes so do i,prob_B,Mi piace stare con i miei amici sorridente faccia con bocca aperta e gli occhi sorridenti così faccio
1118,"i like to be with my friends  hi it is nice to see you smiling face with smiling eyes
how is your day going ",prob_B,"Mi piace stare con i miei amici ciao è bello vederti sorridere il viso con gli occhi sorridenti
Come va la tua giornata? "
1119,i am good how are you  i am doing well just got done with my girlfriend ,prob_NB,Sono buono come stai io sto facendo bene appena fatto con la mia ragazza 
1120,what did you do with her  she was a professional eater but i am not looking to marry me ,prob_PB,Cosa ne hai fatto di lei era una mangiatrice professionista ma non sto cercando di sposarmi 
1121,i am a woman and you  i am a man ,prob_B,Io sono una donna e tu sono un uomo 
1122,i am only so that is cool  do you have a car ,prob_B,Io sono solo così che è fico hai una macchina 
1123,i do not do you  i don t have a car too,prob_B,Non ho un'auto anch'io.
1124,you can not do that i am only in the process of purchasing a house where are you see no evil monkey i am here,prob_B,Non puoi fare che io sono solo nel processo di acquisto di una casa dove sei non vedi scimmia malvagia io sono qui
1125,i am not looking for a job  what is your profession ,prob_B,Non sto cercando un lavoro quello che è la tua professione 
1126,i am a baker what about you  i am a life couch,prob_B,Io sono un fornaio che dire di te io sono un divano vita
1127,i am a waiter but have to go to work soon  do you like music ,prob_B,Sono un cameriere ma devo andare a lavorare presto ti piace la musica 
1128,i like all music what do you like to do  i am only at ,prob_B,Mi piace tutta la musica cosa ti piace fare io sono solo a 
1129,fine i just finished my running training that is good i just finished walking my two miles ,prob_NB,Bene ho appena finito il mio allenamento di corsa che è buono ho appena finito di camminare i miei due miglia 
1130,that is great i am preparing for marathon may be you want to  sure what is your favorite color ,prob_PB,che è grande mi sto preparando per la maratona può essere che si vuole sicuro che cosa è il vostro colore preferito 
1131,blue and yours  i like blue i like blue,prob_NB,blu e il tuo mi piace blu mi piace blu
1132,are you still in college  yes i am i am not sure what i want to go to college ,prob_NB,Sei ancora al college sì sono non sono sicuro di quello che voglio andare al college 
1133,i am only  i am sorry to hear that ,prob_PB,Sono solo dispiaciuto di sentirtelo dire. 
1134,it is fine what do you do for fun ,prob_NB,va bene cosa fai per divertirti 
1135,i am a cancer survivor so everything is fun now i am so sorry to hear that ,prob_PB,Sono un sopravvissuto al cancro quindi tutto è divertente ora sono così dispiaciuto di sentire che 
1136,are you careerist  yes i am i am ,prob_NB,Sei carrierasta sì lo sono 
1137,hi what is your name face with tears of joy my little story i have short hair hi my name is george my little story is that i am a beekeeper grinning face with smiling eyes are you married ,prob_B,Ciao qual è il tuo nome faccia con lacrime di gioia la mia piccola storia ho capelli corti ciao il mio nome è George la mia piccola storia è che io sono un apicoltore volto sorridente con occhi sorridenti sei sposato 
1138,hello george my name is pink that is a good name my favourite artist s name is pink grinning face with smiling eyes,prob_B,ciao George il mio nome è rosa che è un buon nome il mio preferito artista s nome è rosa sorriso faccia con gli occhi sorridenti
1139,when i turned my family moved across the country where do you live  i have zero family that i am close to i live in canada how about you where do you live ,prob_B,quando ho girato la mia famiglia si è trasferito attraverso il paese dove si vive ho zero famiglia che sono vicino a io vivere in Canada che dire di voi dove si vive 
1140,i am in wyoming its pretty beautiful where do you live speak no evil monkey where was it i am hearing it first time,prob_B,Sto nel wyoming la sua bella dove si vive non parlare scimmia malvagia dove è stato sto sentendolo la prima volta
1141,no way i do it a lot at least when i am feeling well enough also try to guess i go to  i gess i am not very good at guessing face with tears of joy,prob_B,in nessun modo lo faccio un sacco almeno quando mi sento abbastanza bene anche cercare di indovinare vado a i gess non sono molto bravo a indovinare faccia con lacrime di gioia
1142,gym regularly funny you  but you didn tell me if you are married ,prob_B,palestra regolarmente divertente ma non mi hai detto se sei sposato 
1143,haha i am a kid i am in third grade and love soccer you  wow really face with open mouth i am really into soccer grinning face with smiling eyes,prob_B,haha io sono un bambino sono in terza elementare e l'amore calcio si wow davvero faccia con bocca aperta sono davvero in calcio sorridente faccia con gli occhi sorridenti
1144,where have you skiied at  what do you mean ,prob_B,dove hai sciato a cosa vuoi dire 
1145,i talk when i m sleeping sometimes ok a l also try to guess i like doing  impossible to guess,prob_B,io parlo quando io m dormire a volte ok un I anche provare a indovinare mi piace fare impossibile da indovinare
1146,treadmill and rowing machine funny you  do you study ,prob_B,tapis roulant e vogatore divertente si fa a studiare 
1147,math a lot of math how is your day going  hello how is your going winking face,prob_B,matematica un sacco di matematica come è la tua giornata andando ciao come è il tuo andare faccia ammiccante
1148,fine thanks how are you i am doing well just got done with my nightly run are you years old ,prob_NB,Bene grazie come stai io sto facendo bene appena fatto con la mia corsa notturna sono voi anni 
1149,no i am  oh wow that is pretty young ,prob_NB,No sono oh wow che è abbastanza giovane 
1150, do you like to dance i like to dance but i am not very good at it ,prob_NB, ti piace ballare mi piace ballare ma non sono molto bravo a farlo 
1151,are you years old yes i am i am also a kid i am still young ,prob_B,"Sei anni, sì, sono anch'io un ragazzino. Sono ancora giovane. "
1152,what are you i am a stay at home mom ,prob_NB,Che cosa sei io sono un soggiorno a casa mamma 
1153,i am tall and have six feet  do you have dog,prob_B,Sono alto e hai un metro e ottanta hai un cane?
1154,i do i have a dog  are you professional at something ,prob_B,I do I have a dog are you professional at something 
1155,i am not i am still in high school  do you like sports ,prob_B,Non sono ancora al liceo ti piacciono gli sport 
1156,i like sports but i like sports have ever you met a celebrity ,prob_B,"Mi piace lo sport, ma mi piace lo sport hai mai incontrato una celebrità "
1157,no i have not i am more of a movie buff  hey face with stuck out tongue and winking eye,prob_B,No non ho sono più di un buff film hey faccia con linguetta incastrato e occhio ammiccante
1158,hi how are you  i am doing well how are you ,prob_NB,Ciao come stai io sto facendo bene come stai 
1159,fine thanks do you have any hobbies ,prob_NB,Bene grazie hai qualche hobby 
1160,i love to drink wine and dance in the moonlight  i love the water especially near the ocean are you years old ,prob_NB,Mi piace bere vino e ballare al chiaro di luna amo l'acqua soprattutto vicino all'oceano sono anni 
