,utterance,label,translation_af
1108,worried face i am a girl and i love to travel are you a student ,prob_B,bekommerde gesig Ek is 'n meisie en ek hou daarvan om te reis is jy 'n student 
1109,no i just graduated college  me too i graduated yale in ,prob_B,no ek het net gegradueer universiteit my te ek het gegradueer yale in 
1110,i have never been to college but i do not have a job you just told me the other thing but ok,prob_B,"Ek was nog nooit universiteit toe nie, maar ek het nie 'n werk wat jy net vir my die ander ding vertel het, maar hoe"
1111,i think i can be  tell me about your parents,prob_B,Ek dink ek kan my vertel van jou ouers
1112,i like to be with my friends and family winking face i m close to my parents they re bankers i want to become one too,prob_B,Ek hou van om te wees saam met my vriende en familie knip van gesig i m naby my ouers hulle her bankiers Ek wil ook een word
1113,i do not know how to do that  that s why i have to study finance,prob_B,Ek weet nie hoe om dit te doen nie hoekom ek moet studeer finansies
1114,i am a girl and i love to travel i know that,prob_B,Ek is 'n meisie en ek hou daarvan om te reis ek weet dat
1115,i like to be with my friends smiling face with open mouth and smiling eyes so do i,prob_B,Ek hou van om te wees saam met my vriende glimlag gesig met oop mond en glimlag oë so doen ek
1116,"i like to be with my friends  hi it is nice to see you smiling face with smiling eyes
how is your day going ",prob_B,"Ek hou van om te wees saam met my vriende Hi dit is lekker om te sien jou glimlag gesig met glimlaggende oë
hoe is jou dag aan die gang "
1117,i am good how are you  i am doing well just got done with my girlfriend ,prob_NB,Ek is goed hoe is jy ek doen goed het klaar met my meisie 
1118,what did you do with her  she was a professional eater but i am not looking to marry me ,prob_PB,"wat jy gedoen het met haar sy was 'n professionele eter, maar ek wil nie met my trou nie "
1119,i am a woman and you  i am a man ,prob_B,Ek is 'n vrou en jy ek is' n man 
1120,i am only so that is cool  do you have a car ,prob_B,Ek is net so wat is cool doen jy het 'n motor 
1121,i do not do you  i don t have a car too,prob_B,Ek doen nie doen jy i Don t het 'n motor ook
1122,you can not do that i am only in the process of purchasing a house where are you see no evil monkey i am here,prob_B,kan jy nie doen wat ek is net in die koop van 'n huis waar is jy sien geen bose aap ek is hier
1123,i am not looking for a job  what is your profession ,prob_B,Ek soek nie 'n werk wat jou beroep is nie 
1124,i am a baker what about you  i am a life couch,prob_B,Ek is 'n bakker wat oor jou ek is' n lewensbank
1125,i am a waiter but have to go to work soon  do you like music ,prob_B,Ek is 'n kelner maar moet gaan werk kort voor lank hou jy van musiek 
1126,i like all music what do you like to do  i am only at ,prob_B,Ek hou van alle musiek wat jy hou van om te doen ek is net op 
1127,fine i just finished my running training that is good i just finished walking my two miles ,prob_NB,fyn i net klaar my lopende opleiding wat is goed ek net klaar loop my twee myl 
1128,that is great i am preparing for marathon may be you want to  sure what is your favorite color ,prob_PB,wat groot is ek berei voor vir marathon is jy dalk wil seker maak wat jou gunsteling kleur is 
1129,blue and yours  i like blue i like blue,prob_NB,blou en joune ek hou van blou ek hou van blou
1130,are you still in college  yes i am i am not sure what i want to go to college ,prob_NB,"is jy nog op universiteit, ja ek is ek is nie seker wat ek wil gaan kollege toe nie "
1131,i am only  i am sorry to hear that ,prob_PB,Ek is net ek is jammer om te hoor dat 
1132,it is fine what do you do for fun ,prob_NB,dit is goed wat jy vir die pret doen 
1133,i am a cancer survivor so everything is fun now i am so sorry to hear that ,prob_PB,Ek is 'n kanker oorlewende so alles is pret nou ek is so jammer om te hoor dat 
1134,are you careerist  yes i am i am ,prob_NB,is jy loopbaanis ja ek is ek is 
1135,hi what is your name face with tears of joy my little story i have short hair hi my name is george my little story is that i am a beekeeper grinning face with smiling eyes are you married ,prob_B,Hi wat is jou naam gesig met trane van vreugde my klein storie ek het kort hare hi my naam is george my klein storie is dat ek 'n byeier glimlag gesig met glimlaggende oë is jy getroud 
1136,hello george my name is pink that is a good name my favourite artist s name is pink grinning face with smiling eyes,prob_B,hallo george my naam is pienk wat 'n goeie naam is my gunsteling kunstenaar se naam is pienk glimlag gesig met glimlaggende oë
1137,when i turned my family moved across the country where do you live  i have zero family that i am close to i live in canada how about you where do you live ,prob_B,Wanneer ek draai my familie verskuif oor die land waar jy woon ek het nul familie wat ek is naby ek woon in Kanada hoe oor jou waar jy woon 
1138,i am in wyoming its pretty beautiful where do you live speak no evil monkey where was it i am hearing it first time,prob_B,Ek is in die wyoming sy mooi mooi waar jy woon praat geen bose aap waar is dit ek hoor dit eerste keer
1139,no way i do it a lot at least when i am feeling well enough also try to guess i go to  i gess i am not very good at guessing face with tears of joy,prob_B,nee manier ek doen dit baie ten minste wanneer ek voel goed genoeg ook probeer om te raai ek gaan na i ges Ek is nie baie goed om te raai gesig met trane van vreugde
1140,gym regularly funny you  but you didn tell me if you are married ,prob_B,"gimnasium gereeld snaaks, maar jy het my vertel as jy getroud is "
1141,haha i am a kid i am in third grade and love soccer you  wow really face with open mouth i am really into soccer grinning face with smiling eyes,prob_B,haha ek is 'n kind Ek is in graad drie en hou van sokker jy wow regtig gesig met oop mond ek is regtig in sokker glimlag gesig met glimlaggende oë
1142,where have you skiied at  what do you mean ,prob_B,waar jy al vlugtig gekyk het na wat jy bedoel 
1143,i talk when i m sleeping sometimes ok a l also try to guess i like doing  impossible to guess,prob_B,Ek praat wanneer ek m slaap soms 'n l probeer ook om te raai ek hou van doen onmoontlik om te raai
1144,treadmill and rowing machine funny you  do you study ,prob_B,"trapmeul en roeimasjien snaaks, studeer jy "
1145,math a lot of math how is your day going  hello how is your going winking face,prob_B,wiskunde baie wiskunde hoe is jou dag gaan hallo hoe is jou gaan knip gesig
1146,fine thanks how are you i am doing well just got done with my nightly run are you years old ,prob_NB,Goed dankie hoe is jy ek goed gedoen het net gedoen het met my nagloop is jy jare oud 
1147,no i am  oh wow that is pretty young ,prob_NB,no ek is O wow wat is mooi jong 
1148, do you like to dance i like to dance but i am not very good at it ,prob_NB," doen jy hou van dans ek hou van dans, maar ek is nie baie goed op dit "
1149,are you years old yes i am i am also a kid i am still young ,prob_B,is jy jare oud ja ek is ook 'n kind ek is nog jonk 
1150,what are you i am a stay at home mom ,prob_NB,wat is jy ek is 'n verblyf by ma 
1151,i am tall and have six feet  do you have dog,prob_B,Ek is lank en het ses meter het jy hond
1152,i do i have a dog  are you professional at something ,prob_B,Ek het 'n hond is jy professionele op iets 
1153,i am not i am still in high school  do you like sports ,prob_B,Ek is nie ek is nog in die hoërskool doen jy hou van sport 
1154,i like sports but i like sports have ever you met a celebrity ,prob_B,"Ek hou van sport, maar ek hou van sport het al ooit ontmoet 'n beroemde "
1155,no i have not i am more of a movie buff  hey face with stuck out tongue and winking eye,prob_B,nee ek het nie ek is meer van 'n rolprent buff hey gesig met steek uit tong en knip oog
1156,hi how are you  i am doing well how are you ,prob_NB,hi hoe is jy ek doen goed hoe is jy 
1157,fine thanks do you have any hobbies ,prob_NB,Goed dankie dat julle enige stokperdjies het 
1158,i love to drink wine and dance in the moonlight  i love the water especially near the ocean are you years old ,prob_NB,Ek hou baie daarvan om wyn te drink en te dans in die maanlig Ek hou van die water veral naby die oseaan is jy jare oud 
1159,yes  i have never done that ,prob_B,"ja, ek het dit nog nooit gedoen nie "
1160,i am from the united states how about you  me too what is your favorite food ,prob_B,Ek is van die verenigde state hoe oor jou my te wat is jou gunsteling kos 
1161,i love pizza what about you  spagetti,prob_B,i is lief vir pizza wat oor jou spagetti
1162,spaghetti is my favorite  do you like watching tv ,prob_B,Morning is my gunsteling doen jy hou van kyk na tv 
1163,yes i love watching shows on tv what is your favorite tv program ,prob_B,Ja ek hou daarvan om te kyk vertoon op tv wat is jou gunsteling tv program 
1164,i like to run but not at all  what is your favorite movie ,prob_B,"Ek hou van hardloop, maar nie op alles wat is jou gunsteling rolprent "
1165,i like the movies how about you  hiya i like to play the couch and watch tv,prob_B,Ek hou van die rolprente oor jou hiya i hou van die bed te speel en kyk tv
1166,hi nice to meet you i am good i just got back from the gym ,prob_NB,"""Dis lekker om jou te ontmoet, ek is goed ek het net terug van die gimnasium "
1167,so you are healthy  i am healthy i am healthy ,prob_NB,"so jy is gesond, ek is gesond "
1168,nice do you like to exercise  i do i love to exercise and exercise ,prob_NB,"gaaf doen jy hou van oefening, ek geniet dit om te oefen en oefening te doen "
1169,good you must be in a good shape i am i am a gym instructor ,prob_NB,goed jy moet in 'n goeie vorm ek is ek is' n gimnasium instrukteur 
1170,cool can you say me something good  they re always fun lots of cool stuff,prob_B,koel kan jy vir my iets goeds sê wat hulle altyd baie oulike goed geniet
1171,okay but yesterday i had birthday i am sorry to hear that i am a couch potato ,prob_B,"Goed, maar gister het ek verjaarsdag ek is jammer om te hoor dat ek 'n bank aartappel is "
1172,okay i got it you don t want to say me good things what do you want to go to school for ,prob_B,"Goed, ek het dit jy wil my goeie dinge sê waarvoor jy skool toe wil gaan "
1173,i want to be a sciencist do you have to go school for that ,prob_NB,Ek wil 'n skiencist wees wat jy moet skoolgaan daarvoor 
1174,of course did you go to college  no i am not i am a gym instructor ,prob_NB,Natuurlik het jy universiteit toe gegaan nee Ek is nie ek is 'n gimnasium instrukteur nie 
1175,good bye i think he is fat ,prob_B,goeie bye ek dink hy is vet 
1176,hello how is your day going smiling face with smiling eyes some facts about me an elementary school teacher cool ,prob_B,hallo hoe gaan jou dag glimlag met glimlaggende oë 'n paar feite oor my 'n laerskool onderwyser koel 
1177,well there is a lot of pressure to push out good fake content get is aid that grinning face with smiling eyes tell me about your job,prob_B,"Wel, daar is baie druk om goeie nagemaakte inhoud uit te druk, hulp wat glimlag gesig met glimlaggende oë my van jou werk vertel"
1178,very bland i just weld pipelines for an oil company mostly patchwork but sometimes more also try to guess i m fluent in  spanish,prob_B,"baie bland i net nat pypleidings vir 'n olie maatskappy meestal lapwerk, maar soms meer probeer ook raai ek vlot in spanwerk"
1179,english spanish and french funny you  ok,prob_B,Unglis spans en french snaaks uk
1180,i go to umass and study philosophy you i m good how are you robot face i am depressed by holidays,prob_B,Ek gaan na umassa en studie filosofie jy i m goed hoe is jy robot gesig Ek is terneergedruk deur vakansiedae
1181,i love baseball and it helps to play when i am down also try to guess my favorite colors  are red yellow and black,prob_B,Ek hou van bofbal en dit help om te speel wanneer ek af is ook probeer raai my gunstelingkleure is rooigeel en swart
1182,are red and silver funny you  ok what is your age,prob_B,is rooi en silwer snaaks jy kaap wat jou ouderdom is
1183,i play the violin what about you  play my motger nerves,prob_B,Ek speel die viool wat oor jou speel my motger senuwees
1184,dust and clutter makes me do the same  well it s not very good way to be you know ,prob_B,stof en rommel maak my net so goed dat dit nie baie goed is om te weet wat jy weet nie 
1185,doing great i m just killing time on my apple phone where are you from  i am not a jack i am more of a recovering alcoholic ,prob_B,doen groot i m net moord tyd op my appel foon waar is jy van i is nie 'n boer ek is meer van' n herstel alkoholis 
